Unnamed: 0,asin,description,emotion_spacy,most_significant_emotion_spacy
48811,B0046ZRHFG,world christma love border shawn rae,Counter({'positive': 1}),positive
48818,B00470JI98,saxophonist lanc elli perform solid cast new orlean musician ten track,"Counter({'positive': 1, 'anticipation': 1})",positive
48837,B00477PFOS,song ep includ free inde gener lion judah presenc die today,"Counter({'positive': 1, 'sadness': 1})",positive
48846,B0047CVJ5M,releas ritual groov complet full upward spiral album sunshin superman arriv celtic poet herald goddess new age goddess speak call return ritual honour respect garden splendour planet call home let theme influenc life listen new work ritual groov soundtrack movi yet made,"Counter({'positive': 3, 'anticipation': 1})",positive
48855,B0047J6T9Q,sonata b glat minor op nocturn flat major op ballad g minor op mazurka f minor op mazurka b flat minor op mazurka flat major op mazurka c sharp minor op mazurka c sharp minor op,"Counter({'positive': 3, 'trust': 1})",positive
48923,B0048TZOSW,bonu disc featur exclus rare remix lotteri e swift brad x kumagai,Counter({'positive': 1}),positive
48944,B0049PBO52,deanland record bring spice featur artist time halloween album fan hip hop rap spice fan disappoint includ featur oj da juiceman yukmouth brotha lynch hung e note zigg zagg halloween album journey nightmar,"Counter({'positive': 2, 'anticipation': 2, 'sadness': 2})",positive
48952,B0049R3V4M,johnni rodriguez song ladi love mercuri lp vinyl record,Counter({'positive': 1}),positive
49031,B004A9E3QO,ida mcbeth special request,Counter({'positive': 1}),positive
49077,B004AL146O,intern fellowship christian jew cd rabbi yechiel eckstein daughter talia,Counter({'positive': 2}),positive
49090,B004AOHZBY,record live germani one skrewdriv last concert voic britain tomorrow belong europ awak showdown pride loyalti blood honour strikeforc hail new dawn back bang johnni join klan year free land snow fell smash ira boat come w power hail new dawn w power strikeforc suddenli free land ni er ni er,"Counter({'positive': 4, 'anticipation': 3, 'trust': 2, 'sadness': 2, 'negative': 1})",positive
49093,B004AOSSDI,inch vinyl record indi rock guid vol red hot bother variou kinet record label,"Counter({'positive': 1, 'anger': 1, 'negative': 1, 'trust': 1})",positive
49145,B004B64MWQ,track list amaz grace lord give old time religion saw light jesu love touch medley great thou art closer walk thee garden son old rug cross love lift turn eye upon jesu surrend medley fli away well soul bonu track wind beneath wing climb everi mountain believ,"Counter({'positive': 6, 'anticipation': 5, 'trust': 2, 'sadness': 1})",positive
49146,B004B62GLK,track list rock age lean everlast arm softli tenderli someth name eye sparrow got whole world hand wayfar stranger roll call yonder thine way lord love king bring home le miser bonu track american trilog clear day somebodi live live,"Counter({'positive': 3, 'anticipation': 2, 'fear': 1, 'trust': 1})",positive
49164,B004BB0DD8,bridg far origin releas unit artist lp ryko issu cd subsequ went print print year much request titl decid reissu origin lp master use cd complet remast cd releas,Counter({'positive': 1}),positive
49188,B004BONQUC,cheri mancuso white light medit design help learn protect neg energi accomplish channel white light throughout seven major chakra wrap bodi white light also guid medit channel heal green light throughout chakra system well physic bodi help promot emot spiritu physic heal process addit protect heal spirit self float like feather gentl breez begin search soul mate lifetim medit effect want make use thirti five minut music voic guid medit,"Counter({'positive': 7, 'trust': 5, 'anticipation': 3, 'sadness': 1})",positive
49195,B004BPDOF8,jame robert bob will march may american western swing musician songwrit bandlead consid music author co founder western swing univers known king western swing death spade cooley use monik king western swing will form sever band play radio station around south west form texa playboy will fiddl tommi duncan piano vocal rhythm guitarist june whalin tenor banjoist johnni lee will kermit whalin play steel guitar bass band play regularli tulsa oklahoma radio station ad leon mcauliff steel guitar pianist al stricklin drummer smokey dacu horn section expand band sound will favor jazz like arrang band found nation popular hit steel guitar rag new san antonio rose smoke water star stripe iwo jima new spanish two step will texa playboy record sever publish compani includ vocalion okeh columbia mgm frequent move two top hit ida red like boogi fade love last hit decad throughout struggl poor health tenuou financ continu perform frequent despit declin popular earlier music rock roll took will heart attack second one next year forc disband playboy although will continu perform solo,"Counter({'positive': 8, 'negative': 8, 'trust': 3, 'anticipation': 3, 'sadness': 2})",positive
49212,B004BUMOUE,power peac care benefit chariti album design benefit humanitarian orgain care fight global poverti power peac oleta adam peabo bryson chri de burgh aretha franklin enriqu iglesia gerald levert send lover celin dion simpl truth child born chri de burgh kingdom chaka khan put heart kenni roger love wynonna judd torna surriento jo carrera lisa david sanborn afraid michel wright que sera emmanuel riguarda noi giorgia key imagin yanni happi blue ella fitzgerald,"Counter({'positive': 3, 'anticipation': 3, 'negative': 2, 'trust': 2, 'sadness': 1})",positive
49257,B004C439HQ,beyond sea part one carl william,Counter({'positive': 1}),positive
49271,B004CB2MXQ,swift taylor speak f,Counter({'positive': 1}),positive
49277,B004CFB60C,raptur actual bibl realli delus made margaret mcdonald bibl say escap come tribul minist dant fortson answer question mani disc set view raptur never sold amazon com product manufactur demand use cd r record media amazon com standard return polici appli,"Counter({'positive': 2, 'negative': 1})",positive
49296,B004CJWMYC,tracklist marc almond dream diesel park west nowher syndic name neighbourhood way goodby mr mackenzi candlestick park b zeke manyika turn b wild weekend ignit b bliss walk alon b new model armi famili b crazyhead sun,"Counter({'positive': 2, 'surprise': 1, 'anticipation': 1})",positive
49308,B004CK022A,pat boon sing irv berlin uk vinyl lp,"Counter({'positive': 1, 'anticipation': 1, 'sadness': 1})",positive
49311,B004CK1K9E,jazz danc classic,Counter({'positive': 1}),positive
49329,B004CJUJ4W,gordon macra dorothi kirsten star new stereo studio record sigmund romberg hit music macra repris role movi version studio record roger wagner choral record capitol full dimension stereo care attent paid stage singer soundscap,"Counter({'positive': 2, 'anticipation': 1, 'negative': 1, 'sadness': 1, 'fear': 1})",positive
49336,B004CK3WYK,f vs moltosugo full intent,Counter({'positive': 1}),positive
49338,B004CJSXVS,classic feel good album,"Counter({'positive': 1, 'anticipation': 1})",positive
49348,B004CON9OO,rca hi fi stereo audio cassett tape model rc record minut audio come lifetim warrantyfrom rca see packag warranti inform,"Counter({'positive': 1, 'trust': 1})",positive
49359,B004CRT9TU,lead cross name sold amazon com product manufactur demand use cd r record media amazon com standard return polici appli,"Counter({'positive': 1, 'fear': 1, 'negative': 1})",positive
49360,B004CRLJWA,present botticelli origin lp pf stereo tie yellow ribbon round ole oak tree levin brown love p l mccartney kill softli song fox gimbel never rain southern california hammond hazlewood day day godspel schwartz mammi blue giraud song sung blue diamond vain simon never never never reni testa newel look eye love mann botticelli unlimit origin lp pf stereo season sun brel mckuen waterloo andersson anderson ulvaeu rikki lose number becker fagen best thing ever happen weatherli melodi love salvador soim melodi amour last day without william nichol air breath hammond hazlewood p sound philadelphia gambl huff yesterday sha la la carpent betti say love song croce find taylor marc entertain joplin remast origin stereo tape,"Counter({'positive': 7, 'anticipation': 4, 'trust': 2, 'fear': 2, 'sadness': 2, 'negative': 1})",positive
49361,B004CRUMW8,classic encor origin lp skl stereo slavon danc dvo k arr mantovani etud chopin arr mantovani tango albniz arr milner barcarol tale hoffmann offenbach arr mantovani wing song mendelssohn arr mantovani hungarian danc brahm arr milner solveig song peer gynt grieg arr mantovani air g string bach arr mantovani cradl song brahm arr mantovani none lone heart tchaikovski arr milner ave maria bach gounod arr milner largo xerx handel arr mantovani mantovani christma album origin lp skl stereo adest fidel trad arr mantovani hark herald angel sing wesley arr mantovani god rest ye merri gentlemen trad arr milner white christma berlin good king wencesla trad arr mantovani holi night adam arr mantovani first nowel trad arr mantovani joy world mason watt arr milner silent night holi night gruber mohr arr mantovani tannenbaum anschtz arr milner midnight waltz lambrecht nazareth trad arr milner littl town bethlehem redner brook arr milner skater waltz waldteufel remast origin stereo tape,"Counter({'positive': 5, 'anticipation': 5, 'sadness': 1})",positive
49368,B004CT1SQK,erni vincent virtuos guitar enhanc mellow rich voic song tale life southern louisiana blue chief,"Counter({'positive': 1, 'sadness': 1})",positive
49376,B004CXNHQ0,kandi one eskimo halfway gone lifehous year brandi carlil fugit david gray chanc five fight king anyth sara bareil learn lot amo lee love avett brother forgiv sarah mclachlan rope swing rogu valley rogu valley love guster shadow kean fallin colbi caillat broken heart savior big head todd monster coast court yard hound year cedar avenu heartbreak warfar john mayer,"Counter({'positive': 5, 'negative': 4, 'sadness': 2, 'trust': 1, 'anticipation': 1})",positive
49378,B004CXA5XS,soft rock gold remast cd set,Counter({'positive': 2}),positive
49383,B004CZ6BOI,butterfli like kind love hawaiian wed song ke kali nei au forbidden love lone love way home sinc found babi straight heart tonight lip wine canadian sunset walk hand hand picnic play field mine tonight know,"Counter({'positive': 3, 'trust': 2, 'anticipation': 2, 'sadness': 1})",positive
49387,B004CZCNTK,omg jedward one dvd jedward fan wait full one hour rte special bag load extra one got everyth self respect fan twosom could possibl want follow john edward releas debut album right start summer tour dvd give viewer insid look life insid jedward bubbl realli like full crazi life planet jedward boy caus near riot sign raini sign waterford vanilla ice give jonathon ross hair set fire alarm big brother hous fair say ride two could go one full non stop sheer unadulter jedward contribut jonathon ross alan carr ray drci loui walsh vanilla ice thousand scream fan along way minut dvd extra includ host delet scene toy show appear full lot previous unseen materi omg jedward simpli one jedtast dvd suitabl region,"Counter({'positive': 8, 'negative': 4, 'anticipation': 3, 'trust': 2, 'fear': 1, 'surprise': 1, 'disgust': 1})",positive
49414,B004D4YHEO,geronimo crystal shawanda sold amazon com product manufactur demand use cd r record media amazon com standard return polici appli,"Counter({'positive': 1, 'negative': 1})",positive
49415,B004D4YGWW,bach ave maria amaz grace jesu joy man desir relax classic piano music favorit bach societi brentwood sold amazon com product manufactur demand use cd r record media amazon com standard return polici appli,"Counter({'positive': 3, 'sadness': 1, 'negative': 1})",positive
49448,B004DG0020,mongo cal willi bobo jose lozano lonni hewitt victor villega,Counter({'positive': 1}),positive
49471,B004DKUPLW,talent young bahai music profession join forc produc inspir album unparallel approach sure forerunn new epoch baha music provid true altern much neg messag broadcast today music scene commun moral messag way compel excit genr hip hop pop devot,"Counter({'positive': 4, 'sadness': 3, 'trust': 2, 'anticipation': 1, 'surprise': 1})",positive
49475,B004DM0UBA,parlophon stereo press analog master use sound superior later digit remast warmth clariti music leav digit transfer vinyl cd dust origin uk song list real feat true beatl fan,"Counter({'positive': 2, 'trust': 2, 'sadness': 1, 'negative': 1, 'anticipation': 1})",positive
49494,B004DRCRGQ,includ rare track mind blow phatt radio phatt make phatt mash extend,"Counter({'positive': 2, 'anticipation': 1})",positive
49502,B004DTJ1LI,demain n exist pa toccami llora russian fairi tale mademoisel hyde desper housewif lou ever ever land mr presid mama moja vocalis tomorrow lie ljubov pohozhaja na son bonu trek,"Counter({'positive': 2, 'anticipation': 1, 'sadness': 1})",positive
49524,B004DXWLQQ,biag ti balasang nagsabong ken ayat naminsan rabii inton agkasarak pusposipusem italyaw mo man siak ti agayat igid diay baybay toy karayo katuday denggem manong diro ni ayat naraniag bulan panagkakabsat nakalidliday instrument,Counter({'positive': 1}),positive
49569,B004E83GY6,track list end rope led slaughter afraid faceless soldier land lost dismantl path final straw vengeanc fallen uniti salvat radic n oi core florida,"Counter({'positive': 3, 'fear': 2, 'anticipation': 1, 'sadness': 1})",positive
49581,B004EBPYBG,buddi lee dobberteen texa americana artist american war hero got hit roadsid bomb one three tour duti iraq return u disabl marin major implic buddi life doctor told walk help veteran organ soldier angel welcom home project buddi learn play guitar almost effortlessli buddi attribut lord buddi began come contact seriou arsen americana studio musician engin produc situat influenc buddi songwrit immeasur way buddi new record second chanc produc tripl platinum record artist produc jami oldak last four decad record tour world renown artist includ eric clapton bob dylan peter frampton tractor willi nelson name addit guid creativ process buddi new album oldak also take drum duti project alongsid season studio men brian j standef reckless kelli patti griffin bukka allen jack ingram bodean gene elder georg strait lyle lovett glenn schuetz jimmi lafav jeff plankenhorn bob schneider ray wyli hubbard round product second chanc master job grammi nomin gold record win produc chri lieck hole insan clown poss your wonder kind influenc team profession add buddi lee song youll listenand may go without say like get one freshest americana record last year,"Counter({'positive': 8, 'trust': 6, 'anticipation': 5, 'fear': 2, 'negative': 2})",positive
49598,B004EEXPV4,earli mid semin krautrock band record four session john peel radio show session pretti much entir improvis produc holger czukay would say sponan composit realli captur abil freestyl epic music journey actual one releas improvis music ever releas asid live bootleg check wild open bakerloo line ann damo suzuki vocal intens blue psych rollercoast ride want guy smokin balanc instrument piec return bb citi start ambient atmospher introduc light drum mellow groov tape kebab remind neu work second vinyl featur anoth epic piec instrument jam piec toni wan na go along geheim sound like record around time flowmot otherworldi prog skank mighti girl excel addit collect krautrock fan nice vinyl press spread lp,"Counter({'positive': 5, 'anticipation': 4, 'sadness': 3, 'negative': 1, 'trust': 1, 'surprise': 1})",positive
49625,B004ELAFAG,race song laugh hyena sold amazon com product manufactur demand use cd r record media amazon com standard return polici appli,"Counter({'positive': 1, 'negative': 1})",positive
49635,B004ER4L8M,public humili start five lp vinyl album,"Counter({'positive': 1, 'anticipation': 1})",positive
49643,B004ET7W3Q,coney hatch love vinyl singl,Counter({'positive': 1}),positive
49684,B004FOC7R6,anyon special child know magic music open world us mani top singer songwrit world today understand magic well anyon live collect song kid done artist respect music today given chanc use dynam talent craft song kid jump chanc result joey song kid volum collect one kind classic newli pen origin make child smile danc allow parent listen along mayb even smile danc proce go epilepsi foundat inform joey song collect pleas visit www joeyssong org monkey steve wynn oh johnni lebeck eileen rose legendari rich gilbert babi clap greg perci wheel bu lowen navarro puff magic dragon steve forbert littl blue hors sleepyton say say oh playmat april smith great pictur show hippopotamu jon dee graham pickl juic ralph covert mr teetot elli paul work railroad howe gelb upsid town greg trooper dan blocker gurf morlix beauti crash test dummi sunshin matthew ryan sam lullabi phil lee,"Counter({'positive': 6, 'anticipation': 6, 'trust': 6, 'sadness': 4, 'fear': 1})",positive
49692,B004FPQGWC,neither silver gold scriptur base text singabl melodi,"Counter({'positive': 1, 'trust': 1})",positive
49699,B004FTMGCW,script play enclos,Counter({'positive': 1}),positive
49718,B004G5ZRPS,wizard rock band slytherin soundtrack come third full length album,"Counter({'positive': 2, 'trust': 1})",positive
49721,B004G6MUZC,ideal bundl vinyl collector bargain vinyl record get good wick probabl right old classic includ genr across music scene get bit everyth import promo album white label includ pleas note bargain pack non return content negoti,"Counter({'positive': 3, 'anticipation': 2, 'trust': 2, 'sadness': 1})",positive
49729,B004G7GHF0,classic hamilton bohannon album fan hamilton bohannon drool brillaint collect track take simpl basic rhythm throw around come back foot stomp hit absolut brilliant,"Counter({'positive': 2, 'anticipation': 2, 'negative': 1})",positive
49740,B004GA82W8,x breakz mix larg sasha tune quivver break mix lead tight beat back heavi bass stab float moodi soundscap slide behind vocal teas earli main breakbeat rhythm take grow promin delay caus bass intensifi fade main vocal hook enter,"Counter({'positive': 4, 'sadness': 2, 'surprise': 1, 'anticipation': 1, 'negative': 1})",positive
49741,B004GA4OQ6,disco classic min mix without doubt one time greatest danc music record ever creat got copi collect dj,"Counter({'positive': 1, 'trust': 1, 'anticipation': 1, 'sadness': 1})",positive
49754,B004GBLGI4,kara kyoukai garden sinner origin soundtrack cd japan import,"Counter({'positive': 1, 'negative': 1})",positive
49765,B004GDADKO,incl le rhythm mr scruff mix,Counter({'positive': 1}),positive
49791,B004GMTSEW,sparki talk train fantasi children record set rpm,Counter({'positive': 1}),positive
49818,B004H1UM06,rest peac person conflict sold amazon com product manufactur demand use cd r record media amazon com standard return polici appli,"Counter({'positive': 1, 'fear': 1, 'negative': 1})",positive
49823,B004H1UOTK,resurrect ronni sigo en joker sold amazon com product manufactur demand use cd r record media amazon com standard return polici appli,"Counter({'positive': 1, 'negative': 1})",positive
49824,B004H1Y7GQ,world premier impress bruce broughton soundtrack turner made tv film direct kevin hook star delroy lindo dramat heroic contribut peari african american valet matthew henson co discover north pole broughton creat larg scale work orchestra express nobl main theme underlin heroism plu impos angular idea convey ice cover terrain freez temperatur entir score carri shade broughton signatur americana vernacular well intrada present entir score digit session master includ tini bumper snippet extra section completist power music bruce broughton conduct intrada signatur edit limit copi,"Counter({'positive': 5, 'anticipation': 5, 'trust': 3, 'sadness': 1})",positive
49841,B004HCCBGI,eight lp set wonder easi listen countri song great singer like glen campbel crystal gayl ann murray dcikey lee name,Counter({'positive': 1}),positive
49865,B004HKJ6EK,promis land max carmichael sold amazon com product manufactur demand use cd r record media amazon com standard return polici appli max singer songwrit bandlead dancer multi instrumentalist creat vocal instrument music unlimit divers focu rhythm danc spirit experiment work intern renown dj cheb sabbah nigerian afro beat legend orlando juliu respect moroccan musician storytel yasir chadli cheroke singer musician jane de cuir band bill alongsid brave combo american music club flame lip camper van beethoven max self taught root old time appalachian gospel music scottish highland border soundtrack garag pop rock punk post punk danc pop classic jazz nigerian yoruba apala juju obscur form music ever heard,"Counter({'positive': 5, 'sadness': 4, 'anticipation': 3, 'trust': 2, 'surprise': 2, 'negative': 1})",positive
49894,B004HV3BN6,disc song piya tu ab aaja meri jaan main kaha samn yeh kaun aaya dil mein hui hulchul kasm vaad nibhayeng hum bahon mein chale aao bheegi bheegi raaton mein kali palak teri gori paa nahin aana bhool nahin jaana kitna pyara vaada hai matwali aankhon ka mod se jaat hai tere humsafar geet hain tere mujhs bhala yeh kaajal tera lafzon ki hai aao aao jaan e jahan sharabi aankhein gulabi chehra kisi se dosti karlo karog pyar tum hums logon na maro iss yehi mera pyar mein dil pe maar de goli aaoongi ek din aa jaoon nahin nahin abhi nahin abhi karo intezaar tu tu hai wohi dil ne jise apna kaha part use edit version bachk rehna baba bachk rehna tu rootha main ro doongi sanam jab se tumko dekha dekha hi kart hain khubsoorat ho teri har ada hai haseen chadhti jawani meri chaal mastani na jaiyo chhod ke na jaiyo meri rani sun neeta main tere pyar ke geet dekho idhar jaan jigar mamayya kero mama kero mama ishq meri bandagi hai ishq meri zindagi ab humko ek duje ka tum jo mile laga hai jais mili zindagi tu maik mat jaiyo mat jaiyo meri jaan jaan e jaan dhoondhta phir raha ho goriya kahan tera de gulabi aankhein jo teri dekhi musafir hoon yaaron meri bheegi bheegi si palkon pe reh gay maajhi zindagi ke safar mein tere bina zindagi se kal kya hoga kisko pata jeen ka din mar jaan ka mausam kasam khao tum ek baar jaa jaa bewafa nahin tujhko pata tum saath ho jab apn main tujh kabhi kuchh kaha tha meri jaan meri jaan kehna maano yeh jawani hai diwani hum hain rahi dil ke thokar mein hai meri saara zamana mile jo kadi kadi ek zanjeer bane kisliy main pyar kiya chhoti si ek kali khili thi nainon mein aansoon bhare hain jaan kais beetegi yeh barsaatein mani,"Counter({'positive': 5, 'negative': 4, 'anger': 2, 'anticipation': 1, 'trust': 1})",positive
49912,B004I2SC9W,limit edit remast cd histor oct live concert ay nyc bottom line nightclub great perform great sound featur littl steven lead guitar appear great ronni spector track list got get mind without love searchin sweeter honey snatchin back littl littl meat motion fever havin parti mean much,"Counter({'positive': 3, 'anticipation': 2, 'sadness': 1, 'fear': 1})",positive
49916,B004I4C3BI,classic us heavi rock album,Counter({'positive': 2}),positive
49917,B004I4CWZU,beauti select latin classic american love song irv berlin gershwin jerri herman cole porter cervant miguel matamoro touzet,"Counter({'positive': 2, 'sadness': 1})",positive
49925,B004I4M44O,friday mind see mile masculin intuit dark white get world time life talk talk shape thing psychot reaction kick littl red book heart full soul dirti water much dream last last night song record captur spirit day black lite garag punk mania psychadel go go expand mind alter strobe light friction sugar cube polka dot paisley faze haze candi cane color shadow cast past enjoy richi scarlet,"Counter({'positive': 6, 'anticipation': 3, 'sadness': 2, 'negative': 2, 'anger': 2, 'trust': 1, 'fear': 1})",positive
49944,B004I8CW3I,coast coast normali nd album record never releas time cd south star record made usa contain lost album bonu track southern rock tennesse usa similar marshal tucker band charli daniel grinderswitch track love livin way gun dont mind call want lie lie lie hold babi miseri soul carolina dont give love pedal metal homegrown bonu track radio station id forc love road morocco caz walker commerci theme radio station id blooper homegrown acoust,"Counter({'positive': 8, 'anticipation': 5, 'sadness': 4, 'trust': 1, 'negative': 1})",positive
49964,B004ICZJIO,hb latest album immedi chart finnish chart hb grown one popular christian group finland wit popular continu grow worldwid form hb start rock band sinc develop massiv heavi metal sound orchestr symphon background johanna aaltonen lead vocal continu matur new album,"Counter({'positive': 3, 'anticipation': 3, 'trust': 2})",positive
49976,B004IJ8THK,tune somewher someon hey babi patienc sweet rebecca hey babi cri saw pictur paper ladi live david blue roll ladi ellen mani way personnel acoust guitar stuart scharff arrang gerald alter jeremiah jon charl jonathan tunic bass karl jarvi russel georg drum eddi trabanco drum percuss denni seiwel engin allen mirchin lead guitar dave spinosa lead guitar vocal pat walter piano al rosica kenni asher produc allen mirchin joe palmer written guitar piano lead vocal david brown jeremiah obscur set mccartneyesqu power pop written perform part david brown member includ seiwel spinosa e spinozza member wing bassist karl jarvi lead guitarist pat walter play number north carolina base outfit includ baron paragon jarvi also new mix singer guitarist david brown seiwel mention record coupl album paul mccartney wing nice craft album worth front man brown record follow album want uni catalog number nice craft album,"Counter({'positive': 7, 'anticipation': 2, 'sadness': 1, 'surprise': 1, 'trust': 1})",positive
50000,B004IPK85A,doubl cd one decad rosari bead includ four mysteri joy lumin sorrow gloriou fr andrew give us deepli spiritu medit twenti decad guid us live great moment scriptur spirit fill teach gift begin rosari hear crystal clear voic fr stan fortuna c f r prayer touch rendit schubert ave maria,"Counter({'positive': 3, 'trust': 2, 'fear': 1, 'anticipation': 1})",positive
50009,B004ISM53K,tcherepnin armida pavilion enchant kingdom rimski korsakov golden cockerel victor fedotov academ symphoni orchestra st petersburg philharmonia sold amazon com product manufactur demand use cd r record media amazon com standard return polici appli,"Counter({'positive': 1, 'trust': 1, 'negative': 1})",positive
50033,B004IWQNDE,tchaikovski symphoni e flat major south german philharmon orchestra alberto lizzio sold amazon com product manufactur demand use cd r record media amazon com standard return polici appli,"Counter({'positive': 1, 'trust': 1, 'negative': 1})",positive
50035,B004IWQM4O,mozart mass c major k coron mass mozarteum orchestra ernst hinrein sold amazon com product manufactur demand use cd r record media amazon com standard return polici appli,"Counter({'positive': 1, 'trust': 1, 'negative': 1})",positive
50038,B004IWQNCK,sibeliu symphoni major op slovenian symphoni orchestra anton nanut sold amazon com product manufactur demand use cd r record media amazon com standard return polici appli,"Counter({'positive': 1, 'trust': 1, 'negative': 1})",positive
50039,B004IWQN4I,vivaldi guitar concerto major rv slovak chamber orchestra bohdan warchal sold amazon com product manufactur demand use cd r record media amazon com standard return polici appli,"Counter({'positive': 1, 'trust': 1, 'negative': 1})",positive
50045,B004IWQMUS,kabalevski violin concerto c major op rso ljubljana anton nanut sold amazon com product manufactur demand use cd r record media amazon com standard return polici appli,"Counter({'positive': 1, 'negative': 1})",positive
50046,B004IWQGJA,william turner sacr choral work julia doyl william purefoy william tower paul thompson daniel jordan choir gonvil caiu colleg yorkshir baroqu soloist geoffrey webber sold amazon com product manufactur demand use cd r record media amazon com standard return polici appli,"Counter({'positive': 2, 'trust': 1, 'negative': 1})",positive
50063,B004J251JK,magnific full color illustr book long play record,"Counter({'positive': 1, 'anticipation': 1})",positive
50069,B004J28YCQ,side one human extend version side two human cappella version human instrument version,Counter({'positive': 1}),positive
50071,B004J2AYF6,print usa rca victor lsp,Counter({'positive': 1}),positive
50101,B004J55M9G,dubstep gem pack newest edit bargain famili htfr contain heavi dubstep basslin great uk label pleas note bargain pack non return item content negoti,"Counter({'positive': 3, 'trust': 2})",positive
50125,B004J8H6S8,caff bella italia italian cafe experi variou artist sold amazon com product manufactur demand use cd r record media amazon com standard return polici appli,"Counter({'positive': 1, 'negative': 1})",positive
50136,B004JCAZUU,releas latest record java jive studio joelton tennesse mile north nashvil personnel consist time team favorit play hit far back late fifti earli seventi major artist numer includ herein countri music historian certainli recogn name pete wade pig robbin bob moor jimmi capp instrument fiddl bobbi flore pedal steel paul franklin acoust guitar jimmi capp electr lead pete wade bass guitar jim loessberg piano pig robbin bass bob moor drum jim loessberg harmoni vocal amber digbi tommi hooker guest vocalist jodi nix leon rausch produc jake hooker jim loessberg list includ lost along waytalkinbout youdrown troubl til learn swimnight coach dallasdont give meit warm love hereanoth townit keep sleep myh mindnoth left loseyour texasmin lonelyh liferodeo man rememb song junior bonner steve mcqueen movi perform anoth great texa honktonk hooker et al highli recommend,"Counter({'positive': 4, 'trust': 3, 'negative': 3, 'sadness': 3, 'anticipation': 1})",positive
50139,B004JESO3I,joseph rouleau rodolfo noreen barri teresa joan sutherland amina agostino lazzari elvino jeannett sinclair lisa covent garden orchestra opera choru tullio serafin direct,"Counter({'positive': 1, 'trust': 1, 'anticipation': 1})",positive
50185,B004JU137Q,wolfgang amadeu mozart bassoon concerto b flat major k clarinet concerto major k klau thunemann thoma friedli zurich chamber orchestra edmond de stoutz sold amazon com product manufactur demand use cd r record media amazon com standard return polici appli,"Counter({'positive': 2, 'trust': 1, 'negative': 1})",positive
50187,B004JU158S,christma rock best symphon rock collect classic rock christma canon christma rock sold amazon com product manufactur demand use cd r record media amazon com standard return polici appli,"Counter({'positive': 5, 'negative': 1})",positive
50205,B004K3CG7I,eliko eli chohen isra collect radio show radio isra,"Counter({'positive': 2, 'trust': 1})",positive
50226,B004K878WQ,note live perform sonic competit modern record caveat asid one finest restor ever heard live record taken differ sourc recent issu archipel small section replac small section perform much ancient greek statu occassion new materi fill portion chip care done sonic perspect reveal repair pitch tempi blend seamlessli case repair section amount littl minut entir work small price pay perhap greatest requiem perform disc toscanini often critic inflex fast perform perform caus opinion revis tempi invari feel right toscanini allow soloist plenti space express rubati everi toscanini requiem tower drama one also full justic spiritu aspect work move hush rever appropri section milanov rare caught better voic castagna exquisit kullman excel though match di stefano bjoerl moscona alway solid profession good quit world class bass voic major contribut verdi requiem toscanini discographi gener filler form complet verdi concert toscanini lead peerc dell chiesa moscona,"Counter({'positive': 7, 'negative': 6, 'sadness': 3, 'anticipation': 3, 'trust': 1})",positive
50242,B004KFCB7Q,rd th album togeth cd great danish rock prog band,Counter({'positive': 1}),positive
50267,B004KKYVCY,reson motion take center stage allegro sostenuto lachenmann idea musiqu concrt bear remark fruit pression dal nient featur eduard brunner clarinet walter grimmer cello massimiliano damerini piano johann beer percuss record april tbingen allegro sostenuto novemb baden baden select newli remast sold amazon com product manufactur demand use cd r record media amazon com standard return polici appli,"Counter({'positive': 3, 'anticipation': 2, 'trust': 1, 'fear': 1, 'negative': 1})",positive
50286,B004KU2P8G,cd joi cardwel believ us vanessa cond peac love midnight societi ft lulu drum nation demarko bodyjack angelica de music made addict erik rey ft joey alvarado meow jason walker flexibl jodi watley want remix francesca themountain time letteer never said demarko bodyjack dub jason walker flexibl anthem dub dvd documentari hustlabal berlin kit kat club live xxx act back stagexxx footag interview danc music hot men hot action,"Counter({'positive': 3, 'sadness': 2, 'anger': 2, 'trust': 1, 'anticipation': 1})",positive
50289,B004KUYUVQ,vse ravno solo vchera pervyj raz zimnij son love glaza v glaza vesna svet v tvoem okn dujet osen samo glavno strannica dusha u moej ljubvi k beregam mechti korabel naja ja ljubila,Counter({'positive': 1}),positive
50310,B004L382NY,cd uno cario si te va el ropavejero recuerdo del pasado esta noch esper festiv en guarar tu retrato guiro charanga el patito baila mi cumbia la sabrosita mi silencio amor estudiantil cumbia cafe dejast caer pescador tien que volver pensando en ti que nadi bail enti mi vida ingrato amor cd do la pipiripau te olvidar todo es para mi amigo te quedast sin comer lejania la gaviota amor amor jugast con con lo do vuela palomita el muy muy amor perdido ensueo la vencida la espumita cumbia del cafe el escapulario ofensa el amor que yo quiero ay cario mio cd tre la pastilla del amor entr suspiro suspiro respeta mi dolor el rabanito pintando corazon el ruiseor cario rebeld se bail asi ya lo pagara vuelv pronto el negro pued la sabrosita corazon drama provinciano mi pedazo de cielo inquietud la pistola bien hecho acuerd es inutil,"Counter({'positive': 2, 'sadness': 2, 'fear': 1})",positive
50340,B004LB65H6,master roll disc vladimir horowitz sold amazon com product manufactur demand use cd r record media amazon com standard return polici appli,"Counter({'positive': 1, 'negative': 1})",positive
50346,B004LDCB1I,privat limit edit record live record march houston,Counter({'positive': 1}),positive
50354,B004LFN7B4,let us entertain cd krl krlcd track seal,"Counter({'positive': 1, 'anticipation': 1, 'trust': 1})",positive
